Entry;Country;Site_Name;Sample_Id;Biome 1;Biome 2;Region;Valley, locality, closest town, political jurisdiction;Latitude (WGS 84);Longitude (WGS 84);Altitude (masl);Exact_coordinates?;Site location_radius (km);Ref_coordinates;Archaeological_site_description;Archaeological_site_function;Archeological_Culture;Relative_chronology (Period/phase) ;Relative_date_from;Relative_date_to;Age_System_Relative;Absolute_chronology_method;Radiocarbon_Lab_Code;Conventional 14C_date (BP);Error (±1σ);Calibrated/modelled 14C (95%)_from;Calibrated/modelled 14C (95%)_to;Age_System_Absolute;Material_dated;Lab_Id;Type_source;Taxon/local name;Genus/Species;Phostosynthetic_Pathway;Plant_domesticate;Sample_type;wt%C;wt%N;C:N;δ13C;δ15N;δ34S;δ18O;87Sr/86Sr;Other_isotope_or analytical value;Description_ of_ other_isotope_or_analytical_value;Extra_information;Description_of_extra_information;Additional_info_source;Preservation_criteria ;Comments;Original_Reference;Original_Full_Reference;Compilation_Reference;Compilation_Full_Reference;Link_ to_source;Link_to_source_2;;;;;;;;;;;;;;;;;
1638;Chile;Azapa 71b (Az-71b);Tomb87;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.518711;-70.172905;296;Approximate;1;Google Earth;;;;Late Intermediate Period (Northern Chile);1186;1271;BCE/CE;14C-AMS;PSUAMS9753;860;15;1186;1271;BCE/CE;;27026;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;41.2;0.4;109.7;-26.6;13.7;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1639;Chile;Azapa 71b (Az-71b);Tomb87;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.518711;-70.172905;296;Approximate;1;Google Earth;;;;Late Intermediate Period (Northern Chile);1186;1271;BCE/CE;14C-AMS;PSUAMS9753;860;15;1186;1271;BCE/CE;;27026;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;37.3;0.5;91.7;-26.9;15.5;;;;;;;;;1;Replicate;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1640;Chile;Azapa - Indet;;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;;;;;;;;;;Late Intermediate Period (Northern Chile);1224;1277;BCE/CE;14C-AMS;PSUAMS9621;820;15;1224;1277;BCE/CE;;28;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;34.7;1.1;35.5;-24.3;15.7;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1641;Chile;Playa Miller 7 (PLM-7);;Desert and xeric shrublands;Atacama Desert-Littoral;North Coast of Chile;Arica Coast, Arica and Parinacota Region;-18.491944;-70.324746;48;Exact;;Ugalde et al. (2020);Domestic architecture + Funerary contexts;;;Late Intermediate Period (Northern Chile);1224;1277;BCE/CE;14C-AMS;PSUAMS9623;820;15;1224;1277;BCE/CE;;23o25;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;40.7;1.1;43.2;-26.1;13.8;;;;;;;;Ugalde, P. C., Mcrostie, V., Gayo, E. M., García, M., Latorre, C., & Santoro, C. M. (2021). 13,000 years of sociocultural plant use in the Atacama desert of northern Chile. Vegetation History and Archaeobotany, 30, 213–230. doi: 10.1007/s00334-020- 00783-11;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1642;Chile;Azapa 6 (Az-6);;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.5222;-70.1543;360;Approximate;1;Google Earth;;;;Late Intermediate Period (Northern Chile);1226;1286;BCE/CE;14C-AMS;PSUAMS9620;800;20;1226;1286;BCE/CE;;27;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;39.8;1.1;43.1;-25.1;15.2;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1643;Chile;Azapa 141 (Az-141);Tomb22;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.545111;-70.1543;360;Exact;;Ugalde et al. (2020);;;;Late Intermediate Period (Northern Chile);1272;1380;BCE/CE;14C-AMS;PSUAMS9617;755;15;1272;1380;BCE/CE;;21423;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;39.2;0.6;71.0;-24.6;13.3;;;;;;;;Ugalde, P. C., Mcrostie, V., Gayo, E. M., García, M., Latorre, C., & Santoro, C. M. (2021). 13,000 years of sociocultural plant use in the Atacama desert of northern Chile. Vegetation History and Archaeobotany, 30, 213–230. doi: 10.1007/s00334-020- 00783-11;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1644;Chile;Playa Miller 4 (PLM-4);Tomb124;Desert and xeric shrublands;Atacama Desert-Littoral;North Coast of Chile;Arica Coast, Arica and Parinacota Region;-18.491944;-70.324746;48;Approximate;1;Google Earth;;;;Late Period (Northern Chile);1448;1612;BCE/CE;14C-AMS;PSUAMS9619;445;15;1448;1612;BCE/CE;;124.2;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;47.2;1.3;40.9;-25.8;24.3;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1645;Chile;Azapa 71b (Az-71b);Tomb47;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.518711;-70.172905;296;Approximate;1;Google Earth;;;;Late Intermediate Period (Northern Chile);1158;1226;BCE/CE;14C-AMS;PSUAMS9622;890;15;1158;1226;BCE/CE;;21159;Terrestrial flora;Sweet potato;Ipomoea batatas;C3;Yes;Tuber;47.8;2.4;22.9;-24.9;26.6;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1646;Chile;Azapa 141 (Az-141);;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.545111;-70.1543;360;Exact;;Ugalde et al. (2020);;;;Late Intermediate Period (Northern Chile);1235;1378;BCE/CE;14C-AMS;PSUAMS9641;765;15;1235;1378;BCE/CE;;24322;Terrestrial flora;Pacay;Inga feulleei;C3;Yes;Seed;42.0;0.6;81.7;-24.8;16.3;;;;;;;;Ugalde, P. C., Mcrostie, V., Gayo, E. M., García, M., Latorre, C., & Santoro, C. M. (2021). 13,000 years of sociocultural plant use in the Atacama desert of northern Chile. Vegetation History and Archaeobotany, 30, 213–230. doi: 10.1007/s00334-020- 00783-11;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1647;Chile;Azapa 141 (Az-141);;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.545111;-70.1543;360;Exact;;Ugalde et al. (2020);;;;Late Intermediate Period (Northern Chile);1235;1378;BCE/CE;14C-AMS;PSUAMS9641;765;15;1235;1378;BCE/CE;;24322;Terrestrial flora;Pacay;Inga feulleei;C3;Yes;Seed;32.9;1.0;38.6;-24.5;14.4;;;;;;;;Ugalde, P. C., Mcrostie, V., Gayo, E. M., García, M., Latorre, C., & Santoro, C. M. (2021). 13,000 years of sociocultural plant use in the Atacama desert of northern Chile. Vegetation History and Archaeobotany, 30, 213–230. doi: 10.1007/s00334-020- 00783-11;1;Replicate;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1648;Chile;Azapa 71a (Az-71a);;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.518711;-70.172905;296;Approximate;1;Google Earth;;;;Late Period (Northern Chile);1462;1629;BCE/CE;14C-AMS;PSUAMS9841;380;25;1462;1629;BCE/CE;;5;Terrestrial flora;Pacay;Inga feulleei;C3;Yes;Seed;40.9;0.4;112.9;-23.5;24.1;;;;;;;;;1;;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1649;Chile;Azapa 71a (Az-71a);;Desert and xeric shrublands;Atacama Desert-Transversal valley;North Coast of Chile;San Miguel de Azapa, Lower Azapa Valley, Arica and Parinacota Region;-18.518711;-70.172905;296;Approximate;1;Google Earth;;;;Late Period (Northern Chile);1462;1629;BCE/CE;14C-AMS;PSUAMS9841;380;25;1462;1629;BCE/CE;;5;Terrestrial flora;Pacay;Inga feulleei;C3;Yes;Seed;41.5;0.5;94.5;-24.0;21.8;;;;;;;;;1;Replicate;Capriles et al. (2022);Capriles, J.M., García, M., Valenzuela, D., Domic, A.I., Kistler, L., Rothhammer, F., & Santoro, C.M. (2022). Pre-Columbian cultivation of vegetatively propagated and fruit tree tropical crops in the Atacama Desert. Frontiers in Ecology and Evolution, 10, 993630.;;;https://doi.org/10.3389/fevo.2022.993630;https://doi.org/10.3389/fevo.2022.993630;;;;;;;;;;;;;;;;;
1650;Chile ;Pircas 1;Recinto 251, Unidad 1, Rasgo 1;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A2;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize leaf;43.9;0.2;61.9;-10.3;1.4;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1651;Chile ;Pircas 1;Recinto 251, Unidad 1, Nivel 4;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A5;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;40.4;0.7;19.6;-10.6;6.3;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1652;Chile ;Pircas 1;Recinto 116-U1, nIVEL 1A;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A6;Terrestrial flora;Chañar;Geoffroea decorticans;C3;No;Chañar seeds;44.3;0.1;111.3;-21.1;-0.3;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1653;Chile ;Pircas 1;Recinto 198, Unidad 1, Rasgo 2B;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A7;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;42.4;0.6;23.9;-10.4;4.9;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1654;Chile ;Pircas 1;Recinto 251, Unidad 1, Nivel 3A;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A8;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;41.2;0.5;27.3;-10.3;0.7;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1655;Chile ;Pircas 1;Recinto 198, Unidad 1, NR 2B;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A9;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;43.2;0.5;33.8;-9.6;11.7;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1656;Chile ;Pircas 1;Recinto 198, Unidad 1, Rasgo 2B;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A12;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;40.5;0.4;36.9;-10.1;5.1;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1657;Chile ;Pircas 1;Recinto 251, Unidad 1, Nivel 3A, Rasgo 1E;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A13;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize cob;50.7;1.0;18.6;-10.4;3.7;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1658;Chile ;Pircas 1;Recinto 198, Rasgo del entierro;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A17;Terrestrial flora;Maize;Zea mays;C4;Yes;Maize stalk;48.2;0.3;58.2;-10.1;2.3;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1659;Chile ;Pircas 1;Recinto 198, Unidad 1, Nivel 4A;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A19;Terrestrial flora;Algarrobo;Prosopis  sp.;C3;No;Algarrobo seeds;41.0;0.9;16.3;-22.9;9.9;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1660;Chile ;Pircas 1;Recinto 237;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A21;Terrestrial flora;Algarrobo;Prosopis  sp.;C3;No;Algarrobo seeds;2.4;43.9;21.0;-24.3;-0.2;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1661;Chile ;Pircas 1;Recinto 252;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A22;Terrestrial flora;Algarrobo;Prosopis  sp.;C3;No;Algarrobo seeds;1.7;43.9;29.7;-22.5;3.0;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
1662;Chile ;Pircas 1;Recinto 232;Desert and xeric shrublands;Atacama Desert-Inland;Northern Chile;Middle Tarapacá Valley, Tarapacá Region;-19.9791;-69.5637;1266;Approximate;1;Google Earth;;;;Formative Period (Northern Chile);-1500;400;BCE/CE;;;;;;;;;PRC-A23;Terrestrial flora;Algarrobo;Prosopis  sp.;C3;No;Algarrobo seeds;0.9;42.0;53.7;-21.6;8.1;;;;;;Inland;Location of plant;;1;;Santana-Sagredo et al. (2021);Santana-Sagredo, F., Schulting, R.J., Méndez-Quiros, P., Vidal-Elgueta, A., Uribe, M., Loyola, R. et al. (2021). ‘White gold’ guano fertilizer drove agricultural intensification in the Atacama Desert from ad 1000. Nature Plants, 7, 152–158.;;;https://doi.org/10.1038/s41477-020-00835-4;https://doi.org/10.1038/s41477-020-00835-4;;;;;;;;;;;;;;;;;
